Day fraction since midnight on 	Photometer Conc (mg/L)
0.718557286	-0.583206296
0.718615164	-0.582859814
0.718673034	-0.58236146
0.718730905	-0.582407892
0.718788757	-0.581908107
0.718846624	-0.583051622
0.718904505	-0.585110307
0.718962378	-0.58293736
0.719020246	-0.582999587
0.719078109	-0.583066523
0.719135987	-0.5830549
0.719193848	-0.584739268
0.719251719	-0.584006012
0.719309588	-0.583381414
0.719367462	-0.584019065
0.719425326	-0.583334923
0.719483197	-0.5828408
0.719541062	-0.585229635
0.719598935	-0.585342944
0.719656808	-0.584619045
0.719714791	-0.583997667
0.719772649	-0.58548826
0.719830408	-0.585656345
0.71988838	-0.585292339
0.719946265	-0.584876716
0.720004123	-0.585384727
0.720061993	-0.585534275
0.720119877	-0.58576268
0.720177742	-0.5857144
0.720235597	-0.586220503
0.720293476	-0.585535169
0.720351346	-0.585621059
0.720409183	-0.585659623
0.720467042	-0.586301267
0.720524928	-0.586814761
0.72058278	-0.587104917
0.720640666	-0.586785495
0.720698552	-0.586787343
0.720756427	-0.588044941
0.720814283	-0.588689208
0.720872146	-0.587578893
0.720930028	-0.587089598
0.720987897	-0.588150799
0.721045768	-0.589443445
0.721103626	-0.589211404
0.721161481	-0.588653028
0.721219337	-0.589863479
0.721277198	-0.588491976
0.721335069	-0.586304069
0.721392945	-0.587382972
0.721450801	-0.589782238
0.721508682	-0.588587105
0.721566543	-0.588154495
0.721624414	-0.587869048
0.721682391	-0.588173986
0.721740149	-0.588216722
0.72179813	-0.588928282
0.721856001	-0.588980258
0.721913876	-0.589177489
0.721971742	-0.590080202
0.722029614	-0.589301467
0.722087489	-0.588807106
0.722145351	-0.588560224
0.72220321	-0.589923799
0.722261095	-0.591183722
0.722318951	-0.590715051
0.722376819	-0.590106189
0.7224347	-0.591380954
0.722492556	-0.591469109
0.722550438	-0.590937793
0.722608296	-0.590448678
0.722666163	-0.592301548
0.722724032	-0.591541946
0.722781912	-0.592865229
0.722839776	-0.593199253
0.72289765	-0.592366934
0.722955512	-0.593120873
0.723013382	-0.592814207
0.723071245	-0.593340755
0.723129116	-0.593776822
0.723186976	-0.593519867
0.723244856	-0.592247248
0.723302714	-0.592616558
0.723360582	-0.593844593
0.723418466	-0.593064249
0.723476329	-0.592211962
0.723534201	-0.59331435
0.723592068	-0.594236076
0.723649928	-0.591577232
0.723707807	-0.591733635
0.723765678	-0.592708409
0.723823536	-0.593603313
0.723881415	-0.592086256
0.723939286	-0.592531681
0.723997195	-0.592301965
0.724055054	-0.593209505
0.724112914	-0.592714012
0.724170781	-0.593726754
0.724228654	-0.593443275
0.724286519	-0.592439354
0.724344389	-0.592459738
0.72440227	-0.593812108
0.724460128	-0.594192505
0.724518003	-0.594959676
0.724575859	-0.594860435
0.724633735	-0.594537139
0.724691609	-0.595427692
0.724749477	-0.594067216
0.724807347	-0.59370631
0.724865213	-0.594798267
0.724923093	-0.593732774
0.724980947	-0.595116496
0.725038827	-0.594910979
0.725096692	-0.594192922
0.725154563	-0.594950438
0.725212414	-0.595152199
0.7252703	-0.595488012
0.725328171	-0.595120192
0.725386147	-0.595872939
0.725444007	-0.595615983
0.725501872	-0.596053362
0.72555976	-0.595741689
0.725617628	-0.595855773
0.725675482	-0.595941603
0.72573336	-0.595119238
0.725791152	-0.594457328
0.725849027	-0.595203221
0.725906891	-0.595251441
0.725964762	-0.595918834
0.726022622	-0.595168412
0.726080495	-0.595309436
0.726138364	-0.595705032
0.726196234	-0.595394313
0.72625421	-0.594624817
0.726311978	-0.594511628
0.726369847	-0.594893396
0.726427707	-0.595201373
0.726485575	-0.595875263
0.726543565	-0.596393764
0.726601324	-0.595789433
0.726659204	-0.595842779
0.726717075	-0.595681846
0.726774936	-0.595485687
0.726832799	-0.596624255
0.726890669	-0.595315456
0.726948643	-0.594998181
0.727006409	-0.596569061
0.727064386	-0.59645313
0.72712225	-0.597010076
0.727180116	-0.596588552
0.727237971	-0.596805573
0.727295855	-0.597901344
0.727353713	-0.597017527
0.727411587	-0.596949816
0.727469466	-0.596332073
0.727527334	-0.59701103
0.727585199	-0.597158909
0.727643072	-0.596336722
0.727700933	-0.597482145
0.727758795	-0.598555565
0.727816664	-0.597740412
0.727874535	-0.597733498
0.727932409	-0.598352015
0.727990287	-0.598805904
0.728048138	-0.597924531
0.728106018	-0.597126484
0.728163889	-0.598178625
0.72822176	-0.598152638
0.728279606	-0.59624213
0.728337497	-0.596475363
0.728395346	-0.598039508
0.728453218	-0.5972628
0.728511081	-0.596705377
0.728568949	-0.596938193
0.728626834	-0.59678793
0.72868471	-0.597217858
0.72874256	-0.596867263
0.728800429	-0.597495616
0.728858294	-0.596990585
0.728916176	-0.5974738
0.728974048	-0.597583234
0.729031902	-0.59577322
0.729089794	-0.596474469
0.729147675	-0.598059416
0.729205535	-0.597652793
0.729263402	-0.599089682
0.72932128	-0.598432243
0.729379138	-0.598147988
0.729437005	-0.597030938
0.729494878	-0.597289681
0.729552744	-0.597757101
0.729610645	-0.598143339
0.729668534	-0.599120259
0.729726401	-0.598111808
0.729784263	-0.598979294
0.729842192	-0.599047005
0.729900064	-0.598857403
0.729957931	-0.598721981
0.730015833	-0.597727895
0.730073583	-0.598689556
0.730131443	-0.598911643
0.730189322	-0.598361731
0.730247179	-0.597621262
0.730305176	-0.599106848
0.730363033	-0.600053489
0.730420901	-0.599613547
0.730478766	-0.598999262
0.730536644	-0.597995937
0.730594504	-0.597649515
0.730652381	-0.598224044
0.730710252	-0.598728955
0.730768119	-0.600261152
0.730825988	-0.598475814
0.730883841	-0.598383069
0.730941729	-0.59744966
0.730999597	-0.599885225
0.73105745	-0.600268126
0.731115328	-0.59901315
0.731173193	-0.599403977
0.731231065	-0.59946239
0.731288931	-0.598867118
0.73134681	-0.599961698
0.731404666	-0.599654794
0.731462541	-0.597193241
0.73152041	-0.596548677
0.731578285	-0.597910583
0.731636142	-0.599213898
0.731694017	-0.598540723
0.731751887	-0.599392414
0.731809742	-0.598942697
0.73186762	-0.596652985
0.731925479	-0.597590625
0.73198335	-0.598031163
0.732041218	-0.598960757
0.732099084	-0.598647356
0.732156949	-0.599828661
0.732214823	-0.599367857
0.732272692	-0.598772526
0.732330558	-0.599643648
0.732388443	-0.600325108
0.73244631	-0.597324014
0.732504162	-0.598549545
0.732562041	-0.598825872
0.732619977	-0.598109961
0.732677842	-0.598348796
0.732735705	-0.597921252
0.732793568	-0.597473323
0.732851446	-0.597682476
0.732909305	-0.597811341
0.73296718	-0.596835733
0.733025051	-0.595629454
0.733082922	-0.597065747
0.733140789	-0.59750855
0.733198662	-0.597637951
0.733256531	-0.596971571
0.733314391	-0.598334372
0.733372262	-0.597147822
0.733430129	-0.596337199
0.733488001	-0.597957909
0.73354586	-0.598926961
0.733603738	-0.597707033
0.733661597	-0.597119987
0.733719482	-0.596168399
0.733777345	-0.597962976
0.733835219	-0.598312616
0.733893071	-0.597126484
0.733950941	-0.597754777
0.734008812	-0.596762419
0.734066671	-0.597212732
0.734124548	-0.597352326
0.734182509	-0.597417712
0.734240371	-0.597154319
0.734298237	-0.597026765
0.734356108	-0.595464349
0.734413967	-0.596265793
0.734471841	-0.597003579
0.734529705	-0.597069442
0.734587568	-0.597459436
0.734645451	-0.597057402
0.734703321	-0.597747862
0.734761181	-0.596943319
0.734819053	-0.596461952
0.734876908	-0.596265316
0.734934785	-0.596320033
0.73499265	-0.596627474
0.735050527	-0.596143782
0.735108407	-0.595607162
0.735166274	-0.595983803
0.73522413	-0.593989313
0.735282007	-0.591594398
0.735339877	-0.590800941
0.735397734	-0.587542713
0.735455598	-0.588762105
0.735513469	-0.586415052
0.735571398	-0.587257624
0.73562925	-0.587923825
0.735687138	-0.586979091
0.735744955	-0.589455545
0.735802826	-0.589594781
0.735860683	-0.590395808
0.735918557	-0.588653982
0.735976426	-0.591948926
0.736034301	-0.590549409
0.736092162	-0.592616081
0.736150034	-0.592011094
0.736207893	-0.592935741
0.736265772	-0.592842519
0.736323645	-0.593250275
0.736381496	-0.593080521
0.736439491	-0.594982863
0.736497238	-0.594243527
0.736555218	-0.593991637
0.736613086	-0.595158219
0.736670953	-0.594614625
0.736728831	-0.595678628
0.736786691	-0.595537603
0.736844575	-0.594666541
0.736902422	-0.595525563
0.736960275	-0.595445335
0.737018144	-0.594447136
0.737076034	-0.595084488
0.737133885	-0.595277429
0.7371918	-0.594762564
0.737249669	-0.594691157
0.737307525	-0.595106721
0.737365412	-0.594754696
0.737423274	-0.595051527
0.737481139	-0.595419824
0.737539013	-0.59545368
0.737596888	-0.594853044
0.737654746	-0.594857216
0.737712623	-0.595924437
0.737770441	-0.595486164
0.737828304	-0.594619215
0.737886177	-0.595856726
0.737944045	-0.59563458
0.738001906	-0.595474541
0.738059794	-0.595439315
0.73811764	-0.595967531
0.738175531	-0.596378923
0.738233398	-0.595650315
0.738291254	-0.595263481
0.738349125	-0.594979167
0.738406997	-0.595578432
0.738464857	-0.596251369
0.738522844	-0.595173061
0.738580603	-0.595543623
0.738638477	-0.596039891
0.738696334	-0.595555723
0.738754208	-0.595220387
0.738812184	-0.595001936
0.738870056	-0.593581557
0.738927928	-0.593618631
0.738985786	-0.595374823
0.739043664	-0.595929086
0.739101535	-0.596307516
0.739159412	-0.595968485
0.739217281	-0.595639646
0.739275144	-0.594967604
0.739333007	-0.595594645
0.739390885	-0.596153975
0.739448742	-0.596448958
0.739506605	-0.596782863
0.739564478	-0.595942974
0.739622338	-0.596186936
0.739680216	-0.595992148
0.739738086	-0.597260952
0.73979595	-0.596171618
0.739853823	-0.596437335
0.739911694	-0.596966505
0.739969556	-0.595910966
0.740027432	-0.596742034
0.740085293	-0.597911537
0.740143175	-0.597218752
0.740201028	-0.596022308
0.740258901	-0.595849276
0.740316777	-0.597034633
0.740374648	-0.59798801
0.7404325	-0.596965551
0.740490376	-0.597649992
0.740548236	-0.5976004
0.740606122	-0.596041739
0.740663976	-0.595554769
0.740721856	-0.597020268
0.74077973	-0.597918034
0.74083759	-0.596179485
0.740895453	-0.596609414
0.740953317	-0.596794903
0.7410112	-0.595143855
0.741069061	-0.595714808
0.74112692	-0.596141934
0.74118481	-0.596798599
0.741242661	-0.596619129
0.741300539	-0.596671999
0.741358411	-0.596618235
0.741416301	-0.596227288
0.741474174	-0.595926285
0.741532048	-0.596319079
0.741589907	-0.596393287
0.741647767	-0.59644568
0.741705639	-0.596600592
0.741763505	-0.59556824
0.741821372	-0.596097887
0.74187924	-0.596089065
0.741937108	-0.595205545
0.74199499	-0.59676522
0.74205286	-0.597036541
0.74211072	-0.59818095
0.742168698	-0.595457375
0.74222646	-0.594714761
0.74228433	-0.595605791
0.742342305	-0.597602248
0.742400178	-0.598099291
0.742458045	-0.597636104
0.742515808	-0.597868383
0.742573782	-0.598851383
0.742631652	-0.598262548
0.742689529	-0.598856926
0.742747395	-0.599489749
0.742805253	-0.599619091
0.742863118	-0.598779976
0.742920998	-0.598020017
0.742978862	-0.599228263
0.743036734	-0.599537969
0.743094592	-0.59998256
0.743152469	-0.599633455
0.743210337	-0.598628342
0.743268168	-0.598278761
0.743326042	-0.598345995
0.743383911	-0.599186122
0.743441769	-0.598967254
0.743499638	-0.599535644
0.743557634	-0.599005282
0.743615381	-0.598052502
0.743673251	-0.598577797
0.743731222	-0.59985137
0.743788979	-0.598829567
0.743846838	-0.598265767
0.743904721	-0.598233342
0.743962695	-0.5979352
0.744020559	-0.598617673
0.744078435	-0.598888457
0.744136295	-0.597594798
0.744194168	-0.599218547
0.744252043	-0.599107266
0.74430991	-0.598418295
0.744367779	-0.598390937
0.744425637	-0.598923206
0.744483501	-0.600342274
0.744541383	-0.598999739
0.744599252	-0.5990206
0.744657114	-0.59976697
0.744714994	-0.599877775
0.744772857	-0.599416494
0.744830671	-0.598748922
0.744888556	-0.600099385
0.744946412	-0.599156439
0.745004276	-0.599616349
0.745062143	-0.599173129
0.745120013	-0.599284411
0.745177895	-0.597835958
0.745235756	-0.5979352
0.745293628	-0.597541988
0.745351497	-0.598328352
0.745409364	-0.599012256
0.745467335	-0.59868443
0.745525106	-0.598059893
0.745582967	-0.598908365
0.745640835	-0.598844886
0.745698812	-0.598913968
0.745756577	-0.598870397
0.745814558	-0.599005282
0.745872425	-0.598508716
0.745930297	-0.597858191
0.745988166	-0.59831214
0.746046043	-0.597084284
0.746103907	-0.594660044
0.746161767	-0.596457779
0.746219641	-0.597675502
0.746277498	-0.596663177
0.746335387	-0.596926153
0.746393236	-0.597878575
0.746451109	-0.597636104
0.74650898	-0.598026991
0.74656685	-0.59819901
0.746624722	-0.597711682
0.746682595	-0.597460806
0.746740455	-0.598608434
0.746798326	-0.597564697
0.746856206	-0.595622957
0.746914058	-0.596583903
0.746971931	-0.596991539
0.747029803	-0.597956479
0.747087661	-0.596966505
0.747145534	-0.597473323
0.747203414	-0.598032057
0.747261283	-0.598354816
0.747319153	-0.597416282
0.747377025	-0.598319531
0.747434876	-0.599077582
0.747492746	-0.598598659
0.747550623	-0.598936677
0.747608494	-0.598728061
0.747666367	-0.599188387
0.747724227	-0.599094749
0.747782084	-0.598375678
0.747839956	-0.597318471
0.747897828	-0.595893323
0.747955708	-0.595862746
0.748013579	-0.598417878
0.748071448	-0.596225858
0.748129311	-0.599090576
0.748187179	-0.597971797
0.748245049	-0.598694623
0.748302904	-0.598434568
0.748360787	-0.599494875
0.748418758	-0.599786937
0.748476517	-0.599470735
0.748534495	-0.599458218
0.748592259	-0.60063988
0.748650238	-0.598779023
0.748708115	-0.598808229
0.748765872	-0.5996418
0.748823838	-0.601277232
0.748881703	-0.600908756
0.748939586	-0.600762248
0.748997447	-0.600059986
0.749055324	-0.599436939
0.749113181	-0.600805819
0.749171066	-0.600180507
0.749228925	-0.599522233
0.749286799	-0.600050688
0.749344669	-0.600516558
0.749402536	-0.600602329
0.749460392	-0.601024628
0.749518272	-0.60113585
0.749576144	-0.60176158
0.74963401	-0.600847065
0.749691887	-0.600497603
0.749749747	-0.601575255
0.749807623	-0.601942778
0.749865483	-0.600862384
0.749923354	-0.600288987
0.749981218	-0.600148976
0.750039085	-0.600732565
0.750096959	-0.600969017
0.750154817	-0.600741863
0.750212686	-0.600898981
0.75027057	-0.600781739
0.750328439	-0.600908756
0.750386293	-0.601636887
0.750444171	-0.602012813
0.750502038	-0.601644337
0.750559911	-0.602784455
0.750617763	-0.601918221
0.750675634	-0.602752924
0.750733509	-0.60382247
0.75079139	-0.603681564
0.750849243	-0.60157156
0.750907115	-0.602779806
0.750964979	-0.603782594
0.751022856	-0.602802992
0.751080828	-0.602748752
0.751138585	-0.604300678
0.751196454	-0.603467047
0.751254441	-0.602170825
0.751312304	-0.603284955
0.751370171	-0.603356779
0.751428044	-0.603455901
0.751485917	-0.603579164
0.751543796	-0.604048133
0.751601658	-0.603796482
0.751659535	-0.603828013
0.751717403	-0.603624582
0.751775274	-0.602564752
0.751833125	-0.602607846
0.75189101	-0.603627861
0.751948866	-0.604074061
0.752006744	-0.60411948
